Timestamp,Frames_Received,Frames_Processed,WCET_ms,Avg_Time_ms,Min_Time_ms,P95_ms,P99_ms,Jitter_ms,Deadline_Misses,Miss_Rate_Percent
2025-05-06 15:27:51,2,0,10.310173034667969,5.5495500564575195,0.7889270782470703,9.834110736846924,10.21496057510376,4.760622978210449,0,0.0
2025-05-06 15:27:56,9,0,11.749029159545898,8.351008097330729,0.7889270782470703,11.213254928588867,11.641874313354492,3.0013073962882264,0,0.0
2025-05-06 15:28:01,17,0,11.749029159545898,9.245872497558594,0.7889270782470703,11.53864860534668,11.706953048706055,2.430737457703618,0,0.0
2025-05-06 15:28:06,24,0,11.749029159545898,9.586870670318604,0.7889270782470703,11.527597904205322,11.699786186218262,2.14973270184595,0,0.0
2025-05-06 15:28:11,32,0,11.749029159545898,9.730525314807892,0.7889270782470703,11.508047580718994,11.682658195495605,1.9007359552533027,0,0.0
2025-05-06 15:28:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:28:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:29:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:30:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:31:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:32:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:33:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:34:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:35:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:26,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:31,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:36,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:41,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:46,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:51,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:36:56,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:01,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:06,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:11,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:16,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:21,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:27,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:32,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:37,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:42,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:47,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
2025-05-06 15:37:47,38,0,12.69841194152832,9.859204292297363,0.7889270782470703,11.567044258117676,12.347140312194826,1.8219024996745223,0,0.0
